Id,SalePrice
1461,140939.05438515844
1462,200879.3925337982
1463,195679.9879361658
1464,196374.0502855422
1465,162685.65880770053
1466,167928.86603980043
1467,188475.95241874663
1468,146494.30629454023
1469,183154.50783882997
1470,146469.56350273272
1471,202012.80792405372
1472,137483.67088884587
1473,138480.9023545631
1474,167622.33737737098
1475,100194.23967503545
1476,263013.44483314775
1477,206582.4537662294
1478,249098.00891574813
1479,231320.54931534498
1480,394319.30192312354
1481,284699.7657505773
1482,176851.4943112573
1483,156309.9153280032
1484,147003.05946556924
1485,135946.56370930548
1486,172839.07281382804
1487,274714.65019138966
1488,215064.36968634123
1489,159409.63648447272
1490,216902.66051623638
1491,176668.801039988
1492,119737.98214147399
1493,189732.30652572162
1494,270720.0406820775
1495,277181.1155608554
1496,218680.03645846058
1497,171018.8790858429
1498,144612.04477231062
1499,140947.66542167167
1500,154047.85788663448
1501,219406.8880053032
1502,122006.0378646681
1503,233633.0372309859
1504,218409.05436513832
1505,220189.62540367318
1506,231335.21152430252
1507,281338.5329854342
1508,218938.23355117414
1509,166540.73630162087
1510,186698.55697325701
1511,174459.15943136325
1512,219118.5965745859
1513,164709.84606680507
1514,226781.87297936872
1515,249424.7651190881
1516,176824.66213768822
1517,175864.7300473161
1518,187869.4611001951
1519,250560.63403389786
1520,161776.35225123802
1521,168996.69459551675
1522,210339.40393135077
1523,130036.6153333898
1524,124383.36735196634
1525,132141.898214164
1526,127911.73539776883
1527,112793.7235563928
1528,155849.95319851494
1529,156747.21109261017
1530,222535.12992667736
1531,200828.16607468217
1532,116308.6140096062
1533,167136.96473479984
1534,123085.98644936089
1535,182919.7358285671
1536,136961.49697192697
1537,111043.49475443362
1538,164266.38425556192
1539,191475.1738824474
1540,181505.9269574459
1541,156906.0353323584
1542,179173.71826477753
1543,202595.58216666136
1544,99366.40001413085
1545,120853.0598122245
1546,130615.7441382519
1547,161825.37869100407
1548,154113.81233641453
1549,136238.68414249877
1550,167782.84727970313
1551,150600.3850142319
1552,192015.6899559256
1553,149077.96246397536
1554,119973.86235005669
1555,209772.80009495685
1556,114745.19249005224
1557,165798.79930570224
1558,104231.11868469293
1559,153149.92109279885
1560,191667.57008155456
1561,213526.7544004801
1562,116997.53079261209
1563,133665.8262291183
1564,199192.49806919353
1565,160696.4854521215
1566,230353.10050750655
1567,97056.6640388448
1568,255617.57555767728
1569,170068.2141243328
1570,119614.77193884812
1571,128854.82127903805
1572,173448.56182201588
1573,219032.0600935152
1574,158892.11233335984
1575,232556.77644985905
1576,248845.1778991438
1577,157193.25906888893
1578,143368.82286319384
1579,147390.11549229847
1580,177009.72665490137
1581,142728.14909031414
1582,123711.96970861209
1583,308105.11774610344
1584,218879.28446778128
1585,139309.09124968087
1586,53335.45252399264
1587,95443.60253062096
1588,178571.55003725638
1589,121632.57210631297
1590,138619.86081799495
1591,99918.53581936604
1592,150125.04445004268
1593,111613.0145328135
1594,175230.43554708513
1595,152248.11911602793
1596,239759.81897622312
1597,232680.99574299983
1598,156000.33269533806
1599,157635.42105939807
1600,154548.67900571445
1601,76989.56710968583
1602,133152.7417634551
1603,104165.31653216355
1604,243329.71477770703
1605,215687.31427115054
1606,187324.45269522918
1607,234302.59752319322
1608,176386.43005538377
1609,146666.10005877947
1610,131242.79500808258
1611,144548.26110210476
1612,171006.93558155056
1613,179794.72110111636
1614,141672.49568347866
1615,109531.48923220347
1616,93684.74463393418
1617,112827.22058048342
1618,117324.77679736454
1619,132559.18127963107
1620,238007.62994616517
1621,145038.43468494227
1622,168338.01768901377
1623,245545.27120628336
1624,236628.54835620118
1625,127456.88554530726
1626,218731.15148376583
1627,198018.96321375592
1628,254420.84330540834
1629,153254.69430920828
1630,331992.8692904922
1631,188118.25043742257
1632,217706.18408559923
1633,139538.25890374932
1634,178941.2198501747
1635,163228.55020390457
1636,142227.67972324864
1637,220631.4580128951
1638,218746.02209589374
1639,210635.6059651128
1640,271883.91984258057
1641,202718.87259334218
1642,200975.21974019383
1643,193162.27245987477
1644,197465.84699463626
1645,230013.1636626835
1646,171061.04447344123
1647,162185.272412637
1648,142497.88041804792
1649,144608.7670989432
1650,142760.67492054668
1651,128348.16651582698
1652,127325.28528216657
1653,120161.05622384952
1654,163006.6698160841
1655,139400.55133718057
1656,157461.67803610148
1657,163355.98705418335
1658,159846.1825481562
1659,123374.56792361391
1660,166839.4154689274
1661,351276.47979915823
1662,299425.256497388
1663,312287.80881667463
1664,385523.23918060045
1665,244809.84742629566
1666,283360.1892418861
1667,305163.90690034494
1668,267124.8405149628
1669,230050.69100169817
1670,274013.96858991
1671,277485.2920056439
1672,366382.12667629216
1673,243936.87387823008
1674,230712.00378111578
1675,204591.21312193412
1676,200907.82672890674
1677,202350.82124228598
1678,383710.9863487824
1679,330785.53826705826
1680,270376.3009909517
1681,206012.69140911187
1682,270756.4646095167
1683,179359.97522858618
1684,144388.9998823191
1685,145168.84945077708
1686,147575.05268476703
1687,126497.67652980656
1688,175856.11359108894
1689,171064.16731792057
1690,166728.23759017044
1691,153240.71327282785
1692,216326.30317356737
1693,128646.02299562663
1694,168668.4549408741
1695,125352.13507653546
1696,271575.88445616077
1697,125846.93753414969
1698,316032.7379387668
1699,289757.25792076584
1700,257906.98456256642
1701,267914.844983275
1702,231453.0911646913
1703,219873.94596878384
1704,260084.46085802914
1705,203612.75191259856
1706,359140.6209543539
1707,179778.47420670005
1708,184497.7739775829
1709,218717.3030638154
1710,192708.89798826448
1711,218880.95393604963
1712,231050.7265477563
1713,252147.19019465547
1714,217191.20819312808
1715,178433.02256565544
1716,157680.87366406477
1717,146551.44261384156
1718,122308.86604404695
1719,182184.2898282214
1720,227170.12000915248
1721,154478.02795914156
1722,117323.498604287
1723,163180.83239487107
1724,190844.56277587055
1725,224230.29963409682
1726,172137.0899387592
1727,160586.61348837634
1728,159361.24049032258
1729,156059.88780575534
1730,148341.7175730722
1731,120552.18450769765
1732,154202.25693139763
1733,139148.72541672492
1734,140557.58417570588
1735,124325.4072047622
1736,111719.53344639119
1737,314617.14732952876
1738,226466.55373923242
1739,283941.2941289665
1740,225694.91137891475
1741,199213.26557023302
1742,187325.56256488003
1743,170176.36787731465
1744,285926.0692581017
1745,214187.5220189709
1746,211933.51288930568
1747,225828.79278655542
1748,247214.39847127657
1749,192461.8305508679
1750,175524.93181515372
1751,249378.2209838048
1752,120710.83489547826
1753,187037.86914092593
1754,235100.61513606407
1755,205549.4448821293
1756,129274.54043833296
1757,113516.9857469529
1758,187411.79511941507
1759,199746.21231642648
1760,187940.34978208013
1761,191129.96599165213
1762,203888.0186956505
1763,186735.8689233469
1764,119204.43218232466
1765,230506.94044178425
1766,209849.97272310228
1767,236990.10404115255
1768,174853.9723421113
1769,175463.2877684845
1770,141431.625966638
1771,149894.38124671424
1772,173234.05212592543
1773,150023.6146844858
1774,242055.02674024194
1775,139058.57136145447
1776,124208.73619187759
1777,112573.36622160817
1778,141892.11595084707
1779,120474.91753178618
1780,163528.80160484117
1781,150092.58584997556
1782,101719.41042567439
1783,151855.1607445759
1784,95957.96095173294
1785,120680.27224731543
1786,185662.9256572989
1787,156536.6889501211
1788,62190.530521318775
1789,105835.87348413821
1790,86438.72856276062
1791,272468.076375441
1792,181579.8684048821
1793,151301.3919039775
1794,138381.6277437789
1795,149224.39231079692
1796,102268.06972446425
1797,157594.86889038346
1798,119275.08672001302
1799,107888.890949083
1800,121370.86639205036
1801,153851.72348806655
1802,150948.9342547652
1803,191287.29863934635
1804,154864.51910388193
1805,142297.2764901022
1806,133965.30667830165
1807,196378.59116339154
1808,114595.23495502614
1809,117041.36820662153
1810,158316.4786684401
1811,134615.45518261447
1812,129982.29185438628
1813,140366.2791490945
1814,100807.13124269
1815,54019.560501035936
1816,87764.41243824725
1817,153051.800966664
1818,192837.87393053508
1819,125802.94379191549
1820,80425.486402603
1821,125818.64592388447
1822,153182.62685005207
1823,65331.47773922817
1824,155666.2238708371
1825,147818.01814261833
1826,134698.61398756626
1827,112397.15249536687
1828,166059.97119630373
1829,159662.95630368465
1830,177495.69977673396
1831,163370.77702088197
1832,181772.02832258565
1833,180511.5498185208
1834,129005.32905588429
1835,185339.55395790207
1836,168683.99229524328
1837,113619.12458182422
1838,139114.98079408694
1839,76995.1517092913
1840,163522.10038413442
1841,161426.51482709532
1842,105309.53752542114
1843,170276.14091987078
1844,119448.43671992155
1845,159740.74030419104
1846,155876.81336984065
1847,203070.3154839433
1848,45743.31832392123
1849,109700.61476030947
1850,131370.73676206105
1851,157956.60623134286
1852,142658.16543455527
1853,147523.05134599097
1854,147933.52319417894
1855,136195.17284544132
1856,220500.2145109458
1857,155014.94559720764
1858,177647.84475684003
1859,115430.67561250021
1860,194886.51720319004
1861,114062.51319569892
1862,297379.02892154694
1863,297379.02892154694
1864,297379.02892154694
1865,262090.5316385847
1866,273160.11666500877
1867,202004.81481977136
1868,283404.93072209356
1869,191365.63086640977
1870,205571.97771549897
1871,202763.9702937642
1872,142032.2352726113
1873,230963.79060812277
1874,144255.52046113837
1875,202054.4520724934
1876,206581.28556840945
1877,217829.30772225058
1878,192308.10859623586
1879,132742.04977861597
1880,134674.87034528962
1881,263024.0196328031
1882,231936.95891183362
1883,174802.23608711697
1884,196679.76670077056
1885,230322.91373382867
1886,270156.98745177075
1887,209982.03875088823
1888,248031.57334389334
1889,140638.53221252866
1890,159222.28579166785
1891,132294.2434486537
1892,113085.59094362175
1893,170087.27437666545
1894,175039.42156264192
1895,184883.6646641778
1896,144584.38154219213
1897,153451.5806786271
1898,132519.00557243297
1899,128035.19903244231
1900,119151.37703187003
1901,174123.79846281515
1902,188185.78054495036
1903,219480.89540799518
1904,134323.8867870648
1905,194526.34608812988
1906,160867.11617636567
1907,248921.99404931537
1908,119216.0634465617
1909,142632.05680266535
1910,128234.53731499298
1911,221139.39018772307
1912,279974.4950469825
1913,212585.88732301907
1914,68745.34600464684
1915,245824.4446065625
1916,73270.94795867988
1917,229067.59582025223
1918,146099.71817897985
1919,181336.73177932657
1920,189957.9725221109
1921,318586.48875426594
1922,259217.39851066264
